date,y,m,d,dow,trading
10/2/2017,2017,10,2,Mon,1
10/3/2017,2017,10,3,Tue,1
10/4/2017,2017,10,4,Wed,1
10/5/2017,2017,10,5,Thu,1
10/6/2017,2017,10,6,Fri,1
10/7/2017,2017,10,7,Sat,0
10/8/2017,2017,10,8,Sun,0
10/9/2017,2017,10,9,Mon,1
10/10/2017,2017,10,10,Tue,1
10/11/2017,2017,10,11,Wed,1
10/12/2017,2017,10,12,Thu,1
10/13/2017,2017,10,13,Fri,1
10/14/2017,2017,10,14,Sat,0
10/15/2017,2017,10,15,Sun,0
10/16/2017,2017,10,16,Mon,1
10/17/2017,2017,10,17,Tue,1
10/18/2017,2017,10,18,Wed,1
10/19/2017,2017,10,19,Thu,1
10/20/2017,2017,10,20,Fri,1
10/21/2017,2017,10,21,Sat,0
10/22/2017,2017,10,22,Sun,0
10/23/2017,2017,10,23,Mon,1
10/24/2017,2017,10,24,Tue,1
10/25/2017,2017,10,25,Wed,1
10/26/2017,2017,10,26,Thu,1
10/27/2017,2017,10,27,Fri,1
10/28/2017,2017,10,28,Sat,0
10/29/2017,2017,10,29,Sun,0
10/30/2017,2017,10,30,Mon,1
10/31/2017,2017,10,31,Tue,1
11/1/2017,2017,11,1,Wed,1
11/2/2017,2017,11,2,Thu,1
11/3/2017,2017,11,3,Fri,1
11/4/2017,2017,11,4,Sat,0
11/5/2017,2017,11,5,Sun,0
11/6/2017,2017,11,6,Mon,1
11/7/2017,2017,11,7,Tue,1
11/8/2017,2017,11,8,Wed,1
11/9/2017,2017,11,9,Thu,1
11/10/2017,2017,11,10,Fri,1
11/11/2017,2017,11,11,Sat,0
11/12/2017,2017,11,12,Sun,0
11/13/2017,2017,11,13,Mon,1
11/14/2017,2017,11,14,Tue,1
11/15/2017,2017,11,15,Wed,1
11/16/2017,2017,11,16,Thu,1
11/17/2017,2017,11,17,Fri,1
11/18/2017,2017,11,18,Sat,0
11/19/2017,2017,11,19,Sun,0
11/20/2017,2017,11,20,Mon,1
11/21/2017,2017,11,21,Tue,1
11/22/2017,2017,11,22,Wed,1
11/23/2017,2017,11,23,Thu,0
11/24/2017,2017,11,24,Fri,1
11/25/2017,2017,11,25,Sat,0
11/26/2017,2017,11,26,Sun,0
11/27/2017,2017,11,27,Mon,1
11/28/2017,2017,11,28,Tue,1
11/29/2017,2017,11,29,Wed,1
11/30/2017,2017,11,30,Thu,1
12/1/2017,2017,12,1,Fri,1
12/2/2017,2017,12,2,Sat,0
12/3/2017,2017,12,3,Sun,0
12/4/2017,2017,12,4,Mon,1
12/5/2017,2017,12,5,Tue,1
12/6/2017,2017,12,6,Wed,1
12/7/2017,2017,12,7,Thu,1
12/8/2017,2017,12,8,Fri,1
12/9/2017,2017,12,9,Sat,0
12/10/2017,2017,12,10,Sun,0
12/11/2017,2017,12,11,Mon,1
12/12/2017,2017,12,12,Tue,1
12/13/2017,2017,12,13,Wed,1
12/14/2017,2017,12,14,Thu,1
12/15/2017,2017,12,15,Fri,1
12/16/2017,2017,12,16,Sat,0
12/17/2017,2017,12,17,Sun,0
12/18/2017,2017,12,18,Mon,1
12/19/2017,2017,12,19,Tue,1
12/20/2017,2017,12,20,Wed,1
12/21/2017,2017,12,21,Thu,1
12/22/2017,2017,12,22,Fri,1
12/23/2017,2017,12,23,Sat,0
12/24/2017,2017,12,24,Sun,0
12/25/2017,2017,12,25,Mon,0
12/26/2017,2017,12,26,Tue,1
12/27/2017,2017,12,27,Wed,1
12/28/2017,2017,12,28,Thu,1
12/29/2017,2017,12,29,Fri,1
12/30/2017,2017,12,30,Sat,0
12/31/2017,2017,12,31,Sun,0
1/1/2018,2018,1,1,Mon,0
1/2/2018,2018,1,2,Tue,1
1/3/2018,2018,1,3,Wed,1
1/4/2018,2018,1,4,Thu,1
1/5/2018,2018,1,5,Fri,1
1/6/2018,2018,1,6,Sat,0
1/7/2018,2018,1,7,Sun,0
1/8/2018,2018,1,8,Mon,1
1/9/2018,2018,1,9,Tue,1
1/10/2018,2018,1,10,Wed,1
1/11/2018,2018,1,11,Thu,1
1/12/2018,2018,1,12,Fri,1
1/13/2018,2018,1,13,Sat,0
1/14/2018,2018,1,14,Sun,0
1/15/2018,2018,1,15,Mon,0
1/16/2018,2018,1,16,Tue,1
1/17/2018,2018,1,17,Wed,1
1/18/2018,2018,1,18,Thu,1
1/19/2018,2018,1,19,Fri,1
1/20/2018,2018,1,20,Sat,0
1/21/2018,2018,1,21,Sun,0
1/22/2018,2018,1,22,Mon,1
1/23/2018,2018,1,23,Tue,1
1/24/2018,2018,1,24,Wed,1
1/25/2018,2018,1,25,Thu,1
1/26/2018,2018,1,26,Fri,1
1/27/2018,2018,1,27,Sat,0
1/28/2018,2018,1,28,Sun,0
1/29/2018,2018,1,29,Mon,1
1/30/2018,2018,1,30,Tue,1
1/31/2018,2018,1,31,Wed,1
2/1/2018,2018,2,1,Thu,1
2/2/2018,2018,2,2,Fri,1
2/3/2018,2018,2,3,Sat,0
2/4/2018,2018,2,4,Sun,0
2/5/2018,2018,2,5,Mon,1
2/6/2018,2018,2,6,Tue,1
2/7/2018,2018,2,7,Wed,1
2/8/2018,2018,2,8,Thu,1
2/9/2018,2018,2,9,Fri,1
2/10/2018,2018,2,10,Sat,0
2/11/2018,2018,2,11,Sun,0
2/12/2018,2018,2,12,Mon,1
2/13/2018,2018,2,13,Tue,1
2/14/2018,2018,2,14,Wed,1
2/15/2018,2018,2,15,Thu,1
2/16/2018,2018,2,16,Fri,1
2/17/2018,2018,2,17,Sat,0
2/18/2018,2018,2,18,Sun,0
2/19/2018,2018,2,19,Mon,0
2/20/2018,2018,2,20,Tue,1
2/21/2018,2018,2,21,Wed,1
2/22/2018,2018,2,22,Thu,1
2/23/2018,2018,2,23,Fri,1
2/24/2018,2018,2,24,Sat,0
2/25/2018,2018,2,25,Sun,0
2/26/2018,2018,2,26,Mon,1
2/27/2018,2018,2,27,Tue,1
2/28/2018,2018,2,28,Wed,1
3/1/2018,2018,3,1,Thu,1
3/2/2018,2018,3,2,Fri,1
3/3/2018,2018,3,3,Sat,0
3/4/2018,2018,3,4,Sun,0
3/5/2018,2018,3,5,Mon,1
3/6/2018,2018,3,6,Tue,1
3/7/2018,2018,3,7,Wed,1
3/8/2018,2018,3,8,Thu,1
3/9/2018,2018,3,9,Fri,1
3/10/2018,2018,3,10,Sat,0
3/11/2018,2018,3,11,Sun,0
3/12/2018,2018,3,12,Mon,1
3/13/2018,2018,3,13,Tue,1
3/14/2018,2018,3,14,Wed,1
3/15/2018,2018,3,15,Thu,1
3/16/2018,2018,3,16,Fri,1
3/17/2018,2018,3,17,Sat,0
3/18/2018,2018,3,18,Sun,0
3/19/2018,2018,3,19,Mon,1
3/20/2018,2018,3,20,Tue,1
3/21/2018,2018,3,21,Wed,1
3/22/2018,2018,3,22,Thu,1
3/23/2018,2018,3,23,Fri,1
3/24/2018,2018,3,24,Sat,0
3/25/2018,2018,3,25,Sun,0
3/26/2018,2018,3,26,Mon,1
3/27/2018,2018,3,27,Tue,1
